x,y,value
2017-05-29,ATLANTICO,5
2017-05-29,BOLIVAR,2
2017-05-29,BOYACA,4
2017-05-29,CALDAS,2
2017-05-29,CAQUETA,1
2017-05-29,CASANARE,1
2017-05-29,CAUCA,3
2017-05-29,CESAR,3
2017-05-29,CORDOBA,4
2017-05-29,CUNDINAMARCA,20
2017-05-29,HUILA,1
2017-05-29,MAGDALENA,2
2017-05-29,META,2
2017-05-29,NARINO,5
2017-05-29,NORTE DE SANTANDER,1
2017-05-29,QUINDIO,4
2017-05-29,RISARALDA,5
2017-05-29,SAN ANDRES,1
2017-05-29,SANTANDER,8
2017-05-29,SUCRE,2
2017-05-29,TOLIMA,5
2017-05-29,VALLE,12
2017-05-30,ANTIOQUIA,21
2017-05-30,ATLANTICO,4
2017-05-30,BOLIVAR,1
2017-05-30,BOYACA,2
2017-05-30,CALDAS,6
2017-05-30,CAQUETA,1
2017-05-30,CASANARE,1
2017-05-30,CAUCA,6
2017-05-30,CESAR,4
2017-05-30,CORDOBA,3
2017-05-30,CUNDINAMARCA,49
2017-05-30,GUAJIRA,1
2017-05-30,HUILA,3
2017-05-30,MAGDALENA,1
2017-05-30,META,4
2017-05-30,NARINO,9
2017-05-30,NORTE DE SANTANDER,1
2017-05-30,QUINDIO,4
2017-05-30,RISARALDA,4
2017-05-30,SANTANDER,4
2017-05-30,SUCRE,5
2017-05-30,TOLIMA,3
2017-05-30,VALLE,18
2017-05-31,ANTIOQUIA,22
2017-05-31,ARAUCA,1
2017-05-31,ATLANTICO,4
2017-05-31,BOYACA,5
2017-05-31,CALDAS,3
2017-05-31,CAUCA,7
2017-05-31,CESAR,2
2017-05-31,CHOCO,1
2017-05-31,CUNDINAMARCA,77
2017-05-31,GUAJIRA,2
2017-05-31,HUILA,1
2017-05-31,MAGDALENA,6
2017-05-31,META,4
2017-05-31,NARINO,6
2017-05-31,NORTE DE SANTANDER,4
2017-05-31,QUINDIO,2
2017-05-31,RISARALDA,6
2017-05-31,SAN ANDRES,1
2017-05-31,SANTANDER,10
2017-05-31,SUCRE,2
2017-05-31,TOLIMA,4
2017-05-31,VALLE,29
2017-06-01,ANTIOQUIA,27
2017-06-01,ARAUCA,1
2017-06-01,ATLANTICO,7
2017-06-01,BOYACA,8
2017-06-01,CALDAS,3
2017-06-01,CAQUETA,2
2017-06-01,CAUCA,5
2017-06-01,CESAR,1
2017-06-01,CORDOBA,2
2017-06-01,CUNDINAMARCA,64
2017-06-01,GUAJIRA,4
2017-06-01,HUILA,5
2017-06-01,MAGDALENA,4
2017-06-01,META,2
2017-06-01,NARINO,6
2017-06-01,NORTE DE SANTANDER,1
2017-06-01,QUINDIO,3
2017-06-01,RISARALDA,6
2017-06-01,SANTANDER,7
2017-06-01,SUCRE,1
2017-06-01,TOLIMA,7
2017-06-01,VALLE,16
2017-06-02,ANTIOQUIA,15
2017-06-02,ATLANTICO,1
2017-06-02,BOYACA,7
2017-06-02,CALDAS,5
2017-06-02,CAQUETA,1
2017-06-02,CASANARE,1
2017-06-02,CAUCA,7
2017-06-02,CESAR,3
2017-06-02,CORDOBA,10
2017-06-02,CUNDINAMARCA,43
2017-06-02,GUAJIRA,5
2017-06-02,HUILA,4
2017-06-02,MAGDALENA,2
2017-06-02,META,5
2017-06-02,NARINO,10
2017-06-02,NORTE DE SANTANDER,5
2017-06-02,PUTUMAYO,1
2017-06-02,QUINDIO,7
2017-06-02,RISARALDA,7
2017-06-02,SANTANDER,20
2017-06-02,SUCRE,1
2017-06-02,TOLIMA,11
2017-06-02,VALLE,28
2017-06-03,ANTIOQUIA,20
2017-06-03,ATLANTICO,4
2017-06-03,BOLIVAR,2
2017-06-03,BOYACA,4
2017-06-03,CALDAS,9
2017-06-03,CAQUETA,3
2017-06-03,CASANARE,3
2017-06-03,CAUCA,5
2017-06-03,CESAR,2
2017-06-03,CHOCO,2
2017-06-03,CORDOBA,4
2017-06-03,CUNDINAMARCA,77
2017-06-03,GUAJIRA,4
2017-06-03,HUILA,5
2017-06-03,MAGDALENA,9
2017-06-03,META,4
2017-06-03,NARINO,7
2017-06-03,NORTE DE SANTANDER,4
2017-06-03,QUINDIO,3
2017-06-03,RISARALDA,7
2017-06-03,SANTANDER,17
2017-06-03,SUCRE,2
2017-06-03,TOLIMA,7
2017-06-03,VALLE,20
2017-06-04,ANTIOQUIA,18
2017-06-04,ATLANTICO,3
2017-06-04,BOLIVAR,1
2017-06-04,BOYACA,5
2017-06-04,CALDAS,9
2017-06-04,CAQUETA,1
2017-06-04,CAUCA,4
2017-06-04,CESAR,3
2017-06-04,CORDOBA,6
2017-06-04,CUNDINAMARCA,38
2017-06-04,GUAJIRA,1
2017-06-04,HUILA,1
2017-06-04,MAGDALENA,6
2017-06-04,META,2
2017-06-04,NARINO,8
2017-06-04,NORTE DE SANTANDER,4
2017-06-04,QUINDIO,1
2017-06-04,RISARALDA,3
2017-06-04,SAN ANDRES,1
2017-06-04,SANTANDER,13
2017-06-04,SUCRE,2
2017-06-04,TOLIMA,6
2017-06-04,VALLE,18
2017-06-05,ANTIOQUIA,17
2017-06-05,ATLANTICO,5
2017-06-05,BOLIVAR,1
2017-06-05,BOYACA,5
2017-06-05,CALDAS,5
2017-06-05,CASANARE,1
2017-06-05,CAUCA,2
2017-06-05,CHOCO,1
2017-06-05,CORDOBA,3
2017-06-05,CUNDINAMARCA,48
2017-06-05,GUAJIRA,2
2017-06-05,HUILA,4
2017-06-05,MAGDALENA,3
2017-06-05,META,3
2017-06-05,NARINO,5
2017-06-05,NORTE DE SANTANDER,2
2017-06-05,QUINDIO,2
2017-06-05,RISARALDA,6
2017-06-05,SANTANDER,9
2017-06-05,SUCRE,5
2017-06-05,TOLIMA,8
2017-06-05,VALLE,25
2017-06-06,AMAZONAS,1
2017-06-06,ANTIOQUIA,17
2017-06-06,ATLANTICO,5
2017-06-06,BOLIVAR,4
2017-06-06,BOYACA,1
2017-06-06,CALDAS,5
2017-06-06,CASANARE,1
2017-06-06,CAUCA,4
2017-06-06,CESAR,2
2017-06-06,CHOCO,2
2017-06-06,CORDOBA,5
2017-06-06,CUNDINAMARCA,54
2017-06-06,GUAJIRA,3
2017-06-06,HUILA,3
2017-06-06,MAGDALENA,2
2017-06-06,META,2
2017-06-06,NARINO,12
2017-06-06,NORTE DE SANTANDER,5
2017-06-06,RISARALDA,9
2017-06-06,SANTANDER,14
2017-06-06,SUCRE,1
2017-06-06,TOLIMA,4
2017-06-06,VALLE,22
2017-06-07,ANTIOQUIA,13
2017-06-07,ATLANTICO,5
2017-06-07,BOLIVAR,1
2017-06-07,BOYACA,2
2017-06-07,CALDAS,5
2017-06-07,CAUCA,2
2017-06-07,CESAR,4
2017-06-07,CORDOBA,3
2017-06-07,CUNDINAMARCA,60
2017-06-07,GUAJIRA,1
2017-06-07,HUILA,2
2017-06-07,MAGDALENA,1
2017-06-07,META,7
2017-06-07,NARINO,8
2017-06-07,NORTE DE SANTANDER,7
2017-06-07,QUINDIO,1
2017-06-07,RISARALDA,14
2017-06-07,SANTANDER,15
2017-06-07,TOLIMA,13
2017-06-07,VALLE,24
2017-06-08,ANTIOQUIA,26
2017-06-08,ARAUCA,2
2017-06-08,ATLANTICO,10
2017-06-08,BOLIVAR,1
2017-06-08,BOYACA,3
2017-06-08,CAQUETA,4
2017-06-08,CAUCA,3
2017-06-08,CESAR,1
2017-06-08,CHOCO,2
2017-06-08,CORDOBA,2
2017-06-08,CUNDINAMARCA,57
2017-06-08,GUAJIRA,1
2017-06-08,HUILA,3
2017-06-08,MAGDALENA,3
2017-06-08,META,4
2017-06-08,NARINO,10
2017-06-08,NORTE DE SANTANDER,7
2017-06-08,QUINDIO,9
2017-06-08,RISARALDA,6
2017-06-08,SANTANDER,5
2017-06-08,SUCRE,3
2017-06-08,TOLIMA,1
2017-06-08,VALLE,34
2017-06-09,ANTIOQUIA,23
2017-06-09,ATLANTICO,7
2017-06-09,BOYACA,5
2017-06-09,CALDAS,4
2017-06-09,CAQUETA,4
2017-06-09,CASANARE,4
2017-06-09,CAUCA,8
2017-06-09,CESAR,1
2017-06-09,CHOCO,1
2017-06-09,CORDOBA,4
2017-06-09,CUNDINAMARCA,60
2017-06-09,GUAJIRA,3
2017-06-09,GUAVIARE,2
2017-06-09,HUILA,2
2017-06-09,MAGDALENA,5
2017-06-09,META,1
2017-06-09,NARINO,6
2017-06-09,NORTE DE SANTANDER,2
2017-06-09,QUINDIO,3
2017-06-09,RISARALDA,5
2017-06-09,SANTANDER,22
2017-06-09,SUCRE,2
2017-06-09,TOLIMA,9
2017-06-09,VALLE,30
2017-06-10,ANTIOQUIA,28
2017-06-10,ATLANTICO,18
2017-06-10,BOLIVAR,1
2017-06-10,BOYACA,7
2017-06-10,CALDAS,3
2017-06-10,CAQUETA,4
2017-06-10,CASANARE,1
2017-06-10,CAUCA,6
2017-06-10,CESAR,2
2017-06-10,CORDOBA,3
2017-06-10,CUNDINAMARCA,62
2017-06-10,GUAJIRA,1
2017-06-10,HUILA,7
2017-06-10,MAGDALENA,5
2017-06-10,META,6
2017-06-10,NARINO,7
2017-06-10,NORTE DE SANTANDER,5
2017-06-10,QUINDIO,4
2017-06-10,RISARALDA,8
2017-06-10,SANTANDER,21
2017-06-10,SUCRE,3
2017-06-10,TOLIMA,7
2017-06-10,VALLE,30
2017-06-11,ANTIOQUIA,19
2017-06-11,ATLANTICO,6
2017-06-11,BOLIVAR,1
2017-06-11,BOYACA,4
2017-06-11,CALDAS,5
2017-06-11,CAUCA,8
2017-06-11,CESAR,2
2017-06-11,CORDOBA,3
2017-06-11,CUNDINAMARCA,32
2017-06-11,GUAJIRA,4
2017-06-11,HUILA,9
2017-06-11,MAGDALENA,3
2017-06-11,META,3
2017-06-11,NARINO,10
2017-06-11,NORTE DE SANTANDER,3
2017-06-11,QUINDIO,5
2017-06-11,RISARALDA,5
2017-06-11,SAN ANDRES,1
2017-06-11,SANTANDER,7
2017-06-11,SUCRE,3
2017-06-11,TOLIMA,5
2017-06-11,VALLE,27
2017-06-12,ANTIOQUIA,32
2017-06-12,ATLANTICO,8
2017-06-12,BOYACA,5
2017-06-12,CALDAS,4
2017-06-12,CAQUETA,1
2017-06-12,CAUCA,1
2017-06-12,CESAR,4
2017-06-12,CORDOBA,7
2017-06-12,CUNDINAMARCA,29
2017-06-12,GUAJIRA,1
2017-06-12,HUILA,5
2017-06-12,MAGDALENA,4
2017-06-12,META,8
2017-06-12,NARINO,4
2017-06-12,QUINDIO,3
2017-06-12,RISARALDA,7
2017-06-12,SANTANDER,10
2017-06-12,SUCRE,5
2017-06-12,TOLIMA,6
2017-06-12,VALLE,29
2017-06-13,ANTIOQUIA,16
2017-06-13,ATLANTICO,5
2017-06-13,BOYACA,4
2017-06-13,CALDAS,6
2017-06-13,CAQUETA,2
2017-06-13,CAUCA,5
2017-06-13,CESAR,3
2017-06-13,CORDOBA,5
2017-06-13,CUNDINAMARCA,53
2017-06-13,GUAJIRA,5
2017-06-13,HUILA,1
2017-06-13,MAGDALENA,2
2017-06-13,META,4
2017-06-13,NARINO,8
2017-06-13,NORTE DE SANTANDER,3
2017-06-13,QUINDIO,7
2017-06-13,RISARALDA,13
2017-06-13,SANTANDER,12
2017-06-13,SUCRE,2
2017-06-13,TOLIMA,2
2017-06-13,VALLE,28
2017-06-14,ANTIOQUIA,25
2017-06-14,ATLANTICO,6
2017-06-14,BOYACA,4
2017-06-14,CALDAS,5
2017-06-14,CAQUETA,1
2017-06-14,CAUCA,1
2017-06-14,CESAR,2
2017-06-14,CUNDINAMARCA,60
2017-06-14,GUAJIRA,2
2017-06-14,HUILA,6
2017-06-14,MAGDALENA,7
2017-06-14,META,4
2017-06-14,NARINO,13
2017-06-14,NORTE DE SANTANDER,5
2017-06-14,QUINDIO,5
2017-06-14,RISARALDA,2
2017-06-14,SANTANDER,13
2017-06-14,SUCRE,4
2017-06-14,TOLIMA,4
2017-06-14,VALLE,18
2017-06-15,ANTIOQUIA,29
2017-06-15,ATLANTICO,7
2017-06-15,BOLIVAR,1
2017-06-15,BOYACA,4
2017-06-15,CALDAS,3
2017-06-15,CAQUETA,1
2017-06-15,CAUCA,6
2017-06-15,CHOCO,1
2017-06-15,CORDOBA,12
2017-06-15,CUNDINAMARCA,115
2017-06-15,GUAJIRA,5
2017-06-15,HUILA,3
2017-06-15,MAGDALENA,6
2017-06-15,META,7
2017-06-15,NARINO,7
2017-06-15,NORTE DE SANTANDER,5
2017-06-15,PUTUMAYO,1
2017-06-15,QUINDIO,6
2017-06-15,RISARALDA,3
2017-06-15,SANTANDER,9
2017-06-15,SUCRE,1
2017-06-15,TOLIMA,8
2017-06-15,VALLE,34
2017-06-16,ANTIOQUIA,30
2017-06-16,ATLANTICO,5
2017-06-16,BOLIVAR,1
2017-06-16,BOYACA,13
2017-06-16,CALDAS,4
2017-06-16,CAQUETA,3
2017-06-16,CASANARE,3
2017-06-16,CAUCA,5
2017-06-16,CESAR,2
2017-06-16,CORDOBA,8
2017-06-16,CUNDINAMARCA,70
2017-06-16,GUAJIRA,3
2017-06-16,HUILA,2
2017-06-16,MAGDALENA,4
2017-06-16,META,5
2017-06-16,NARINO,4
2017-06-16,NORTE DE SANTANDER,5
2017-06-16,QUINDIO,4
2017-06-16,RISARALDA,7
2017-06-16,SANTANDER,11
2017-06-16,TOLIMA,7
2017-06-16,VALLE,27
2017-06-17,ANTIOQUIA,31
2017-06-17,ATLANTICO,5
2017-06-17,BOLIVAR,4
2017-06-17,BOYACA,1
2017-06-17,CALDAS,4
2017-06-17,CAQUETA,3
2017-06-17,CASANARE,1
2017-06-17,CAUCA,3
2017-06-17,CESAR,3
2017-06-17,CORDOBA,9
2017-06-17,CUNDINAMARCA,40
2017-06-17,GUAJIRA,1
2017-06-17,HUILA,32
2017-06-17,MAGDALENA,4
2017-06-17,META,8
2017-06-17,NARINO,9
2017-06-17,NORTE DE SANTANDER,1
2017-06-17,QUINDIO,5
2017-06-17,RISARALDA,6
2017-06-17,SANTANDER,12
2017-06-17,SUCRE,8
2017-06-17,TOLIMA,7
2017-06-17,VALLE,19
2017-06-18,ANTIOQUIA,34
2017-06-18,ATLANTICO,5
2017-06-18,BOYACA,6
2017-06-18,CALDAS,6
2017-06-18,CAQUETA,1
2017-06-18,CASANARE,3
2017-06-18,CAUCA,1
2017-06-18,CORDOBA,4
2017-06-18,CUNDINAMARCA,27
2017-06-18,GUAJIRA,2
2017-06-18,HUILA,4
2017-06-18,MAGDALENA,1
2017-06-18,META,6
2017-06-18,NARINO,9
2017-06-18,NORTE DE SANTANDER,1
2017-06-18,QUINDIO,4
2017-06-18,RISARALDA,4
2017-06-18,SANTANDER,5
2017-06-18,SUCRE,6
2017-06-18,TOLIMA,11
2017-06-18,VALLE,34
2017-06-19,ANTIOQUIA,14
2017-06-19,ATLANTICO,4
2017-06-19,BOLIVAR,2
2017-06-19,BOYACA,1
2017-06-19,CALDAS,1
2017-06-19,CAQUETA,3
2017-06-19,CASANARE,2
2017-06-19,CAUCA,2
2017-06-19,CHOCO,1
2017-06-19,CORDOBA,6
2017-06-19,CUNDINAMARCA,31
2017-06-19,GUAJIRA,4
2017-06-19,HUILA,12
2017-06-19,META,1
2017-06-19,NARINO,3
2017-06-19,NORTE DE SANTANDER,4
2017-06-19,QUINDIO,3
2017-06-19,RISARALDA,8
2017-06-19,SANTANDER,8
2017-06-19,SUCRE,1
2017-06-19,TOLIMA,16
2017-06-19,VALLE,17
2017-06-20,ANTIOQUIA,22
2017-06-20,ARAUCA,1
2017-06-20,ATLANTICO,4
2017-06-20,BOLIVAR,1
2017-06-20,BOYACA,3
2017-06-20,CALDAS,3
2017-06-20,CAQUETA,1
2017-06-20,CASANARE,2
2017-06-20,CAUCA,4
2017-06-20,CESAR,1
2017-06-20,CORDOBA,2
2017-06-20,CUNDINAMARCA,40
2017-06-20,GUAJIRA,2
2017-06-20,HUILA,7
2017-06-20,MAGDALENA,1
2017-06-20,META,3
2017-06-20,NARINO,5
2017-06-20,NORTE DE SANTANDER,5
2017-06-20,QUINDIO,6
2017-06-20,RISARALDA,6
2017-06-20,SANTANDER,16
2017-06-20,SUCRE,1
2017-06-20,TOLIMA,10
2017-06-20,VALLE,19
2017-06-21,ANTIOQUIA,14
2017-06-21,ATLANTICO,3
2017-06-21,BOLIVAR,1
2017-06-21,BOYACA,2
2017-06-21,CALDAS,4
2017-06-21,CAQUETA,2
2017-06-21,CASANARE,2
2017-06-21,CAUCA,2
2017-06-21,CESAR,3
2017-06-21,CORDOBA,3
2017-06-21,CUNDINAMARCA,35
2017-06-21,GUAJIRA,1
2017-06-21,HUILA,4
2017-06-21,MAGDALENA,1
2017-06-21,META,3
2017-06-21,NARINO,4
2017-06-21,NORTE DE SANTANDER,5
2017-06-21,QUINDIO,3
2017-06-21,RISARALDA,5
2017-06-21,SANTANDER,13
2017-06-21,SUCRE,3
2017-06-21,TOLIMA,4
2017-06-21,VALLE,18
2017-06-22,ANTIOQUIA,29
2017-06-22,ARAUCA,1
2017-06-22,ATLANTICO,3
2017-06-22,BOYACA,2
2017-06-22,CALDAS,4
2017-06-22,CAQUETA,1
2017-06-22,CASANARE,1
2017-06-22,CAUCA,24
2017-06-22,CESAR,3
2017-06-22,CHOCO,2
2017-06-22,CORDOBA,5
2017-06-22,CUNDINAMARCA,40
2017-06-22,GUAJIRA,2
2017-06-22,HUILA,4
2017-06-22,META,7
2017-06-22,NARINO,7
2017-06-22,NORTE DE SANTANDER,3
2017-06-22,QUINDIO,2
2017-06-22,RISARALDA,3
2017-06-22,SAN ANDRES,2
2017-06-22,SANTANDER,15
2017-06-22,SUCRE,4
2017-06-22,TOLIMA,14
2017-06-22,VALLE,32
2017-06-23,ANTIOQUIA,25
2017-06-23,ATLANTICO,4
2017-06-23,BOLIVAR,2
2017-06-23,BOYACA,2
2017-06-23,CAQUETA,8
2017-06-23,CASANARE,3
2017-06-23,CAUCA,4
2017-06-23,CESAR,3
2017-06-23,CORDOBA,3
2017-06-23,CUNDINAMARCA,49
2017-06-23,GUAJIRA,2
2017-06-23,HUILA,7
2017-06-23,MAGDALENA,1
2017-06-23,META,7
2017-06-23,NARINO,2
2017-06-23,NORTE DE SANTANDER,8
2017-06-23,PUTUMAYO,3
2017-06-23,QUINDIO,1
2017-06-23,RISARALDA,3
2017-06-23,SANTANDER,8
2017-06-23,SUCRE,2
2017-06-23,TOLIMA,9
2017-06-23,VALLE,21
2017-06-24,ANTIOQUIA,21
2017-06-24,ATLANTICO,6
2017-06-24,BOYACA,2
2017-06-24,CALDAS,1
2017-06-24,CAUCA,6
2017-06-24,CESAR,4
2017-06-24,CORDOBA,3
2017-06-24,CUNDINAMARCA,36
2017-06-24,GUAJIRA,1
2017-06-24,HUILA,7
2017-06-24,MAGDALENA,1
2017-06-24,META,3
2017-06-24,NARINO,12
2017-06-24,NORTE DE SANTANDER,2
2017-06-24,QUINDIO,6
2017-06-24,RISARALDA,6
2017-06-24,SANTANDER,17
2017-06-24,SUCRE,1
2017-06-24,TOLIMA,9
2017-06-24,VALLE,18
2017-06-25,ANTIOQUIA,17
2017-06-25,ATLANTICO,12
2017-06-25,BOLIVAR,1
2017-06-25,BOYACA,2
2017-06-25,CALDAS,8
2017-06-25,CAQUETA,2
2017-06-25,CASANARE,2
2017-06-25,CAUCA,5
2017-06-25,CESAR,2
2017-06-25,CUNDINAMARCA,32
2017-06-25,GUAJIRA,2
2017-06-25,HUILA,14
2017-06-25,MAGDALENA,4
2017-06-25,META,2
2017-06-25,NARINO,10
2017-06-25,NORTE DE SANTANDER,1
2017-06-25,QUINDIO,5
2017-06-25,RISARALDA,4
2017-06-25,SANTANDER,13
2017-06-25,SUCRE,2
2017-06-25,TOLIMA,7
2017-06-25,VALLE,19
2017-06-26,ANTIOQUIA,10
2017-06-26,ATLANTICO,2
2017-06-26,BOLIVAR,1
2017-06-26,BOYACA,3
2017-06-26,CALDAS,3
2017-06-26,CAQUETA,3
2017-06-26,CAUCA,8
2017-06-26,CESAR,3
2017-06-26,CHOCO,2
2017-06-26,CORDOBA,3
2017-06-26,CUNDINAMARCA,21
2017-06-26,GUAJIRA,3
2017-06-26,HUILA,1
2017-06-26,MAGDALENA,6
2017-06-26,META,2
2017-06-26,NARINO,8
2017-06-26,NORTE DE SANTANDER,4
2017-06-26,QUINDIO,1
2017-06-26,RISARALDA,4
2017-06-26,SAN ANDRES,1
2017-06-26,SANTANDER,7
2017-06-26,SUCRE,3
2017-06-26,TOLIMA,5
2017-06-26,VALLE,14
2017-06-27,ANTIOQUIA,23
2017-06-27,ARAUCA,1
2017-06-27,ATLANTICO,5
2017-06-27,BOLIVAR,2
2017-06-27,BOYACA,1
2017-06-27,CALDAS,2
2017-06-27,CAQUETA,4
2017-06-27,CAUCA,1
2017-06-27,CESAR,26
2017-06-27,CORDOBA,4
2017-06-27,CUNDINAMARCA,52
2017-06-27,GUAJIRA,4
2017-06-27,HUILA,4
2017-06-27,META,5
2017-06-27,NARINO,3
2017-06-27,NORTE DE SANTANDER,2
2017-06-27,QUINDIO,5
2017-06-27,RISARALDA,6
2017-06-27,SANTANDER,14
2017-06-27,SUCRE,2
2017-06-27,TOLIMA,3
2017-06-27,VALLE,26
2017-06-28,ANTIOQUIA,27
2017-06-28,ATLANTICO,6
2017-06-28,BOLIVAR,1
2017-06-28,BOYACA,3
2017-06-28,CALDAS,3
2017-06-28,CAQUETA,6
2017-06-28,CASANARE,1
2017-06-28,CAUCA,10
2017-06-28,CESAR,2
2017-06-28,CHOCO,1
2017-06-28,CORDOBA,11
2017-06-28,CUNDINAMARCA,43
2017-06-28,GUAJIRA,4
2017-06-28,HUILA,6
2017-06-28,META,7
2017-06-28,NARINO,2
2017-06-28,NORTE DE SANTANDER,4
2017-06-28,QUINDIO,6
2017-06-28,RISARALDA,5
2017-06-28,SANTANDER,14
2017-06-28,TOLIMA,6
2017-06-28,VALLE,18
2017-06-29,AMAZONAS,1
2017-06-29,ANTIOQUIA,36
2017-06-29,ATLANTICO,6
2017-06-29,BOYACA,2
2017-06-29,CALDAS,2
2017-06-29,CAQUETA,2
2017-06-29,CASANARE,1
2017-06-29,CAUCA,2
2017-06-29,CESAR,8
2017-06-29,CHOCO,1
2017-06-29,CORDOBA,2
2017-06-29,CUNDINAMARCA,46
2017-06-29,GUAJIRA,1
2017-06-29,HUILA,5
2017-06-29,MAGDALENA,7
2017-06-29,META,1
2017-06-29,NARINO,5
2017-06-29,NORTE DE SANTANDER,4
2017-06-29,QUINDIO,3
2017-06-29,RISARALDA,3
2017-06-29,SANTANDER,5
2017-06-29,TOLIMA,9
2017-06-29,VALLE,17
2017-06-30,AMAZONAS,1
2017-06-30,ANTIOQUIA,31
2017-06-30,ATLANTICO,2
2017-06-30,BOLIVAR,1
2017-06-30,BOYACA,4
2017-06-30,CALDAS,3
2017-06-30,CAQUETA,3
2017-06-30,CAUCA,2
2017-06-30,CESAR,4
2017-06-30,CHOCO,2
2017-06-30,CORDOBA,4
2017-06-30,CUNDINAMARCA,55
2017-06-30,GUAJIRA,3
2017-06-30,HUILA,10
2017-06-30,MAGDALENA,9
2017-06-30,META,1
2017-06-30,NARINO,3
2017-06-30,NORTE DE SANTANDER,3
2017-06-30,QUINDIO,4
2017-06-30,RISARALDA,6
2017-06-30,SANTANDER,15
2017-06-30,TOLIMA,12
2017-06-30,VALLE,26
2017-07-01,ANTIOQUIA,31
2017-07-01,ATLANTICO,4
2017-07-01,BOYACA,3
2017-07-01,CALDAS,5
2017-07-01,CAQUETA,3
2017-07-01,CAUCA,5
2017-07-01,CESAR,7
2017-07-01,CORDOBA,3
2017-07-01,CUNDINAMARCA,45
2017-07-01,GUAJIRA,2
2017-07-01,HUILA,9
2017-07-01,MAGDALENA,5
2017-07-01,META,10
2017-07-01,NARINO,6
2017-07-01,NORTE DE SANTANDER,1
2017-07-01,QUINDIO,4
2017-07-01,RISARALDA,6
2017-07-01,SAN ANDRES,4
2017-07-01,SANTANDER,10
2017-07-01,SUCRE,2
2017-07-01,TOLIMA,9
2017-07-01,VALLE,18
2017-07-02,ANTIOQUIA,23
2017-07-02,ATLANTICO,5
2017-07-02,BOLIVAR,2
2017-07-02,BOYACA,4
2017-07-02,CALDAS,3
2017-07-02,CAQUETA,1
2017-07-02,CASANARE,3
2017-07-02,CAUCA,5
2017-07-02,CESAR,8
2017-07-02,CHOCO,1
2017-07-02,CORDOBA,4
2017-07-02,CUNDINAMARCA,32
2017-07-02,HUILA,17
2017-07-02,MAGDALENA,7
2017-07-02,META,8
2017-07-02,NARINO,3
2017-07-02,QUINDIO,5
2017-07-02,RISARALDA,2
2017-07-02,SANTANDER,12
2017-07-02,SUCRE,3
2017-07-02,TOLIMA,11
2017-07-02,VALLE,19
2017-07-03,ANTIOQUIA,14
2017-07-03,ATLANTICO,5
2017-07-03,BOLIVAR,1
2017-07-03,BOYACA,1
2017-07-03,CAUCA,8
2017-07-03,CORDOBA,7
2017-07-03,CUNDINAMARCA,21
2017-07-03,GUAJIRA,3
2017-07-03,HUILA,10
2017-07-03,MAGDALENA,4
2017-07-03,META,5
2017-07-03,NARINO,2
2017-07-03,NORTE DE SANTANDER,1
2017-07-03,QUINDIO,5
2017-07-03,RISARALDA,6
2017-07-03,SANTANDER,6
2017-07-03,TOLIMA,14
2017-07-03,VALLE,19
2017-07-04,ANTIOQUIA,20
2017-07-04,ATLANTICO,9
2017-07-04,BOLIVAR,3
2017-07-04,BOYACA,4
2017-07-04,CALDAS,2
2017-07-04,CAQUETA,1
2017-07-04,CASANARE,2
2017-07-04,CAUCA,11
2017-07-04,CESAR,6
2017-07-04,CHOCO,1
2017-07-04,CORDOBA,1
2017-07-04,CUNDINAMARCA,39
2017-07-04,GUAJIRA,1
2017-07-04,HUILA,7
2017-07-04,MAGDALENA,2
2017-07-04,META,9
2017-07-04,NARINO,3
2017-07-04,NORTE DE SANTANDER,2
2017-07-04,QUINDIO,2
2017-07-04,RISARALDA,4
2017-07-04,SANTANDER,8
2017-07-04,SUCRE,2
2017-07-04,TOLIMA,4
2017-07-04,VALLE,19
2017-07-05,ANTIOQUIA,19
2017-07-05,ATLANTICO,3
2017-07-05,BOYACA,5
2017-07-05,CALDAS,6
2017-07-05,CAQUETA,2
2017-07-05,CASANARE,1
2017-07-05,CAUCA,1
2017-07-05,CESAR,5
2017-07-05,CHOCO,1
2017-07-05,CORDOBA,3
2017-07-05,CUNDINAMARCA,50
2017-07-05,GUAJIRA,1
2017-07-05,HUILA,6
2017-07-05,MAGDALENA,7
2017-07-05,META,7
2017-07-05,NARINO,10
2017-07-05,NORTE DE SANTANDER,7
2017-07-05,QUINDIO,5
2017-07-05,RISARALDA,2
2017-07-05,SANTANDER,14
2017-07-05,TOLIMA,6
2017-07-05,VALLE,33
2017-07-06,ANTIOQUIA,29
2017-07-06,ATLANTICO,10
2017-07-06,BOLIVAR,1
2017-07-06,BOYACA,3
2017-07-06,CALDAS,5
2017-07-06,CAQUETA,3
2017-07-06,CAUCA,4
2017-07-06,CESAR,2
2017-07-06,CORDOBA,4
2017-07-06,CUNDINAMARCA,52
2017-07-06,GUAJIRA,4
2017-07-06,HUILA,1
2017-07-06,MAGDALENA,1
2017-07-06,META,12
2017-07-06,NARINO,7
2017-07-06,NORTE DE SANTANDER,5
2017-07-06,QUINDIO,13
2017-07-06,RISARALDA,1
2017-07-06,SANTANDER,15
2017-07-06,TOLIMA,4
2017-07-06,VALLE,36
2017-07-07,ANTIOQUIA,26
2017-07-07,ATLANTICO,8
2017-07-07,BOLIVAR,1
2017-07-07,BOYACA,5
2017-07-07,CALDAS,8
2017-07-07,CASANARE,1
2017-07-07,CAUCA,4
2017-07-07,CHOCO,2
2017-07-07,CORDOBA,7
