x,y,value
2017-03-14,BOLIVAR,2
2017-03-14,BOYACA,4
2017-03-14,CALDAS,5
2017-03-14,CASANARE,1
2017-03-14,CAUCA,4
2017-03-14,CESAR,4
2017-03-14,CORDOBA,3
2017-03-14,CUNDINAMARCA,50
2017-03-14,GUAVIARE,1
2017-03-14,HUILA,4
2017-03-14,MAGDALENA,3
2017-03-14,META,7
2017-03-14,NARINO,6
2017-03-14,NORTE DE SANTANDER,3
2017-03-14,PUTUMAYO,1
2017-03-14,QUINDIO,19
2017-03-14,RISARALDA,5
2017-03-14,SANTANDER,11
2017-03-14,SUCRE,2
2017-03-14,TOLIMA,8
2017-03-14,VALLE,24
2017-03-15,ANTIOQUIA,42
2017-03-15,ATLANTICO,8
2017-03-15,BOYACA,3
2017-03-15,CALDAS,8
2017-03-15,CAUCA,4
2017-03-15,CESAR,4
2017-03-15,CORDOBA,3
2017-03-15,CUNDINAMARCA,75
2017-03-15,GUAJIRA,5
2017-03-15,GUAVIARE,2
2017-03-15,HUILA,1
2017-03-15,MAGDALENA,7
2017-03-15,META,5
2017-03-15,NARINO,3
2017-03-15,NORTE DE SANTANDER,4
2017-03-15,QUINDIO,16
2017-03-15,RISARALDA,7
2017-03-15,SAN ANDRES,3
2017-03-15,SANTANDER,15
2017-03-15,SUCRE,6
2017-03-15,TOLIMA,10
2017-03-15,VALLE,38
2017-03-16,ANTIOQUIA,35
2017-03-16,ATLANTICO,11
2017-03-16,BOLIVAR,2
2017-03-16,BOYACA,2
2017-03-16,CALDAS,3
2017-03-16,CAQUETA,2
2017-03-16,CASANARE,2
2017-03-16,CAUCA,1
2017-03-16,CESAR,3
2017-03-16,CORDOBA,4
2017-03-16,CUNDINAMARCA,73
2017-03-16,GUAJIRA,1
2017-03-16,HUILA,1
2017-03-16,MAGDALENA,4
2017-03-16,META,13
2017-03-16,NARINO,10
2017-03-16,NORTE DE SANTANDER,1
2017-03-16,QUINDIO,7
2017-03-16,RISARALDA,5
2017-03-16,SANTANDER,6
2017-03-16,SUCRE,4
2017-03-16,TOLIMA,9
2017-03-16,VALLE,15
2017-03-17,ANTIOQUIA,71
2017-03-17,ATLANTICO,6
2017-03-17,BOLIVAR,1
2017-03-17,BOYACA,7
2017-03-17,CALDAS,5
2017-03-17,CAUCA,3
2017-03-17,CESAR,1
2017-03-17,CORDOBA,2
2017-03-17,CUNDINAMARCA,74
2017-03-17,GUAJIRA,3
2017-03-17,HUILA,6
2017-03-17,MAGDALENA,6
2017-03-17,META,8
2017-03-17,NARINO,8
2017-03-17,NORTE DE SANTANDER,3
2017-03-17,QUINDIO,3
2017-03-17,RISARALDA,10
2017-03-17,SAN ANDRES,2
2017-03-17,SANTANDER,7
2017-03-17,SUCRE,1
2017-03-17,TOLIMA,6
2017-03-17,VALLE,21
2017-03-18,ANTIOQUIA,39
2017-03-18,ARAUCA,1
2017-03-18,ATLANTICO,7
2017-03-18,BOLIVAR,3
2017-03-18,BOYACA,4
2017-03-18,CALDAS,3
2017-03-18,CAQUETA,1
2017-03-18,CASANARE,1
2017-03-18,CAUCA,5
2017-03-18,CESAR,4
2017-03-18,CORDOBA,1
2017-03-18,CUNDINAMARCA,50
2017-03-18,GUAJIRA,5
2017-03-18,HUILA,5
2017-03-18,MAGDALENA,3
2017-03-18,META,11
2017-03-18,NARINO,6
2017-03-18,NORTE DE SANTANDER,3
2017-03-18,QUINDIO,10
2017-03-18,RISARALDA,6
2017-03-18,SANTANDER,14
2017-03-18,SUCRE,3
2017-03-18,TOLIMA,9
2017-03-18,VALLE,30
2017-03-19,ANTIOQUIA,41
2017-03-19,ARAUCA,5
2017-03-19,ATLANTICO,6
2017-03-19,BOLIVAR,2
2017-03-19,BOYACA,5
2017-03-19,CALDAS,10
2017-03-19,CASANARE,3
2017-03-19,CAUCA,2
2017-03-19,CESAR,6
2017-03-19,CORDOBA,2
2017-03-19,CUNDINAMARCA,29
2017-03-19,GUAJIRA,7
2017-03-19,HUILA,8
2017-03-19,MAGDALENA,6
2017-03-19,META,4
2017-03-19,NARINO,6
2017-03-19,NORTE DE SANTANDER,6
2017-03-19,QUINDIO,3
2017-03-19,RISARALDA,29
2017-03-19,SAN ANDRES,1
2017-03-19,SANTANDER,14
2017-03-19,SUCRE,1
2017-03-19,TOLIMA,10
2017-03-19,VALLE,15
2017-03-20,ANTIOQUIA,28
2017-03-20,ARAUCA,1
2017-03-20,ATLANTICO,3
2017-03-20,BOLIVAR,4
2017-03-20,BOYACA,5
2017-03-20,CALDAS,1
2017-03-20,CAQUETA,2
2017-03-20,CASANARE,1
2017-03-20,CAUCA,5
2017-03-20,CESAR,1
2017-03-20,CORDOBA,3
2017-03-20,CUNDINAMARCA,33
2017-03-20,GUAJIRA,4
2017-03-20,GUAVIARE,1
2017-03-20,HUILA,3
2017-03-20,MAGDALENA,5
2017-03-20,META,8
2017-03-20,NARINO,5
2017-03-20,NORTE DE SANTANDER,6
2017-03-20,QUINDIO,11
2017-03-20,RISARALDA,5
2017-03-20,SAN ANDRES,2
2017-03-20,SANTANDER,10
2017-03-20,SUCRE,1
2017-03-20,TOLIMA,8
2017-03-20,VALLE,34
2017-03-21,ANTIOQUIA,39
2017-03-21,ARAUCA,2
2017-03-21,ATLANTICO,8
2017-03-21,BOYACA,2
2017-03-21,CALDAS,3
2017-03-21,CAQUETA,1
2017-03-21,CAUCA,1
2017-03-21,CESAR,3
2017-03-21,CORDOBA,2
2017-03-21,CUNDINAMARCA,71
2017-03-21,GUAJIRA,2
2017-03-21,HUILA,3
2017-03-21,MAGDALENA,3
2017-03-21,META,12
2017-03-21,NARINO,5
2017-03-21,NORTE DE SANTANDER,3
2017-03-21,RISARALDA,19
2017-03-21,SAN ANDRES,1
2017-03-21,SANTANDER,20
2017-03-21,SUCRE,1
2017-03-21,TOLIMA,6
2017-03-21,VALLE,31
2017-03-22,ANTIOQUIA,47
2017-03-22,ARAUCA,1
2017-03-22,ATLANTICO,4
2017-03-22,BOLIVAR,5
2017-03-22,BOYACA,3
2017-03-22,CALDAS,5
2017-03-22,CASANARE,1
2017-03-22,CAUCA,2
2017-03-22,CESAR,1
2017-03-22,CORDOBA,2
2017-03-22,CUNDINAMARCA,34
2017-03-22,GUAJIRA,5
2017-03-22,HUILA,2
2017-03-22,MAGDALENA,17
2017-03-22,META,6
2017-03-22,NARINO,4
2017-03-22,NORTE DE SANTANDER,4
2017-03-22,QUINDIO,2
2017-03-22,RISARALDA,4
2017-03-22,SANTANDER,19
2017-03-22,SUCRE,2
2017-03-22,TOLIMA,9
2017-03-22,VALLE,27
2017-03-23,AMAZONAS,2
2017-03-23,ANTIOQUIA,49
2017-03-23,ATLANTICO,5
2017-03-23,BOYACA,6
2017-03-23,CALDAS,5
2017-03-23,CAQUETA,2
2017-03-23,CASANARE,1
2017-03-23,CAUCA,9
2017-03-23,CORDOBA,5
2017-03-23,CUNDINAMARCA,46
2017-03-23,GUAJIRA,5
2017-03-23,HUILA,2
2017-03-23,MAGDALENA,14
2017-03-23,META,8
2017-03-23,NARINO,14
2017-03-23,NORTE DE SANTANDER,10
2017-03-23,QUINDIO,6
2017-03-23,RISARALDA,9
2017-03-23,SAN ANDRES,1
2017-03-23,SANTANDER,14
2017-03-23,SUCRE,3
2017-03-23,TOLIMA,3
2017-03-23,VALLE,28
2017-03-24,ANTIOQUIA,42
2017-03-24,ARAUCA,2
2017-03-24,ATLANTICO,6
2017-03-24,BOLIVAR,2
2017-03-24,BOYACA,3
2017-03-24,CALDAS,4
2017-03-24,CAQUETA,5
2017-03-24,CASANARE,1
2017-03-24,CAUCA,3
2017-03-24,CESAR,2
2017-03-24,CHOCO,1
2017-03-24,CORDOBA,3
2017-03-24,CUNDINAMARCA,83
2017-03-24,GUAJIRA,3
2017-03-24,HUILA,6
2017-03-24,MAGDALENA,3
2017-03-24,META,9
2017-03-24,NARINO,5
2017-03-24,NORTE DE SANTANDER,4
2017-03-24,QUINDIO,7
2017-03-24,RISARALDA,8
2017-03-24,SANTANDER,13
2017-03-24,SUCRE,2
2017-03-24,TOLIMA,10
2017-03-24,VALLE,25
2017-03-25,AMAZONAS,1
2017-03-25,ANTIOQUIA,39
2017-03-25,ATLANTICO,12
2017-03-25,BOLIVAR,5
2017-03-25,BOYACA,5
2017-03-25,CALDAS,6
2017-03-25,CAQUETA,7
2017-03-25,CASANARE,2
2017-03-25,CAUCA,6
2017-03-25,CESAR,2
2017-03-25,CORDOBA,5
2017-03-25,CUNDINAMARCA,73
2017-03-25,HUILA,4
2017-03-25,MAGDALENA,6
2017-03-25,META,8
2017-03-25,NARINO,7
2017-03-25,NORTE DE SANTANDER,7
2017-03-25,QUINDIO,9
2017-03-25,RISARALDA,9
2017-03-25,SANTANDER,16
2017-03-25,TOLIMA,8
2017-03-25,VALLE,20
2017-03-26,ANTIOQUIA,16
2017-03-26,ATLANTICO,3
2017-03-26,BOLIVAR,3
2017-03-26,BOYACA,3
2017-03-26,CALDAS,3
2017-03-26,CAQUETA,1
2017-03-26,CASANARE,3
2017-03-26,CAUCA,1
2017-03-26,CESAR,5
2017-03-26,CHOCO,1
2017-03-26,CORDOBA,3
2017-03-26,CUNDINAMARCA,45
2017-03-26,GUAJIRA,1
2017-03-26,HUILA,4
2017-03-26,MAGDALENA,4
2017-03-26,META,9
2017-03-26,NARINO,7
2017-03-26,NORTE DE SANTANDER,2
2017-03-26,QUINDIO,25
2017-03-26,RISARALDA,3
2017-03-26,SANTANDER,5
2017-03-26,SUCRE,1
2017-03-26,TOLIMA,5
2017-03-26,VALLE,28
2017-03-27,ANTIOQUIA,47
2017-03-27,ATLANTICO,6
2017-03-27,BOLIVAR,2
2017-03-27,BOYACA,8
2017-03-27,CALDAS,4
2017-03-27,CAQUETA,1
2017-03-27,CASANARE,2
2017-03-27,CAUCA,5
2017-03-27,CESAR,1
2017-03-27,CORDOBA,5
2017-03-27,CUNDINAMARCA,36
2017-03-27,GUAJIRA,4
2017-03-27,HUILA,1
2017-03-27,MAGDALENA,7
2017-03-27,META,6
2017-03-27,NARINO,4
2017-03-27,NORTE DE SANTANDER,2
2017-03-27,QUINDIO,4
2017-03-27,RISARALDA,7
2017-03-27,SANTANDER,15
2017-03-27,SUCRE,3
2017-03-27,TOLIMA,3
2017-03-27,VALLE,33
2017-03-28,ANTIOQUIA,46
2017-03-28,ATLANTICO,3
2017-03-28,BOYACA,3
2017-03-28,CALDAS,3
2017-03-28,CAQUETA,5
2017-03-28,CAUCA,2
2017-03-28,CESAR,3
2017-03-28,CHOCO,1
2017-03-28,CORDOBA,2
2017-03-28,CUNDINAMARCA,49
2017-03-28,GUAINIA,1
2017-03-28,GUAJIRA,1
2017-03-28,HUILA,6
2017-03-28,MAGDALENA,6
2017-03-28,META,5
2017-03-28,NARINO,6
2017-03-28,NORTE DE SANTANDER,13
2017-03-28,QUINDIO,3
2017-03-28,RISARALDA,6
2017-03-28,SAN ANDRES,1
2017-03-28,SANTANDER,6
2017-03-28,SUCRE,1
2017-03-28,TOLIMA,8
2017-03-28,VALLE,12
2017-03-29,ANTIOQUIA,48
2017-03-29,ATLANTICO,10
2017-03-29,BOLIVAR,1
2017-03-29,BOYACA,3
2017-03-29,CALDAS,3
2017-03-29,CAQUETA,3
2017-03-29,CASANARE,3
2017-03-29,CAUCA,8
2017-03-29,CESAR,2
2017-03-29,CORDOBA,4
2017-03-29,CUNDINAMARCA,52
2017-03-29,GUAJIRA,3
2017-03-29,HUILA,1
2017-03-29,MAGDALENA,16
2017-03-29,META,8
2017-03-29,NARINO,12
2017-03-29,NORTE DE SANTANDER,3
2017-03-29,QUINDIO,1
2017-03-29,RISARALDA,5
2017-03-29,SANTANDER,19
2017-03-29,SUCRE,4
2017-03-29,TOLIMA,8
2017-03-29,VALLE,31
2017-03-30,ANTIOQUIA,31
2017-03-30,ATLANTICO,6
2017-03-30,BOLIVAR,1
2017-03-30,BOYACA,8
2017-03-30,CALDAS,7
2017-03-30,CAQUETA,2
2017-03-30,CASANARE,2
2017-03-30,CAUCA,6
2017-03-30,CESAR,3
2017-03-30,CORDOBA,5
2017-03-30,CUNDINAMARCA,35
2017-03-30,HUILA,7
2017-03-30,MAGDALENA,6
2017-03-30,META,5
2017-03-30,NARINO,18
2017-03-30,NORTE DE SANTANDER,9
2017-03-30,QUINDIO,4
2017-03-30,RISARALDA,4
2017-03-30,SANTANDER,17
2017-03-30,SUCRE,1
2017-03-30,TOLIMA,9
2017-03-30,VALLE,23
2017-03-31,ANTIOQUIA,42
2017-03-31,ATLANTICO,5
2017-03-31,BOYACA,4
2017-03-31,CALDAS,1
2017-03-31,CAQUETA,3
2017-03-31,CASANARE,5
2017-03-31,CAUCA,3
2017-03-31,CESAR,2
2017-03-31,CHOCO,1
2017-03-31,CORDOBA,3
2017-03-31,CUNDINAMARCA,52
2017-03-31,GUAJIRA,2
2017-03-31,HUILA,5
2017-03-31,MAGDALENA,5
2017-03-31,META,8
2017-03-31,NARINO,2
2017-03-31,NORTE DE SANTANDER,3
2017-03-31,QUINDIO,1
2017-03-31,RISARALDA,4
2017-03-31,SANTANDER,19
2017-03-31,TOLIMA,11
2017-03-31,VALLE,25
2017-04-01,ANTIOQUIA,43
2017-04-01,ATLANTICO,3
2017-04-01,BOLIVAR,1
2017-04-01,BOYACA,5
2017-04-01,CALDAS,1
2017-04-01,CAQUETA,5
2017-04-01,CAUCA,6
2017-04-01,CESAR,2
2017-04-01,CHOCO,3
2017-04-01,CORDOBA,3
2017-04-01,CUNDINAMARCA,86
2017-04-01,GUAJIRA,2
2017-04-01,HUILA,14
2017-04-01,MAGDALENA,13
2017-04-01,META,7
2017-04-01,NARINO,11
2017-04-01,NORTE DE SANTANDER,5
2017-04-01,QUINDIO,4
2017-04-01,RISARALDA,8
2017-04-01,SANTANDER,14
2017-04-01,SUCRE,3
2017-04-01,TOLIMA,5
2017-04-01,VALLE,25
2017-04-02,ANTIOQUIA,27
2017-04-02,ATLANTICO,6
2017-04-02,BOLIVAR,5
2017-04-02,CALDAS,5
2017-04-02,CAQUETA,4
2017-04-02,CASANARE,4
2017-04-02,CAUCA,4
2017-04-02,CESAR,2
2017-04-02,CHOCO,3
2017-04-02,CORDOBA,4
2017-04-02,CUNDINAMARCA,57
2017-04-02,GUAJIRA,3
2017-04-02,HUILA,12
2017-04-02,MAGDALENA,8
2017-04-02,META,10
2017-04-02,NARINO,3
2017-04-02,NORTE DE SANTANDER,2
2017-04-02,PUTUMAYO,1
2017-04-02,QUINDIO,3
2017-04-02,RISARALDA,4
2017-04-02,SANTANDER,12
2017-04-02,TOLIMA,12
2017-04-02,VALLE,20
2017-04-03,ANTIOQUIA,29
2017-04-03,ATLANTICO,10
2017-04-03,BOLIVAR,2
2017-04-03,BOYACA,1
2017-04-03,CALDAS,6
2017-04-03,CASANARE,3
2017-04-03,CAUCA,5
2017-04-03,CESAR,7
2017-04-03,CORDOBA,3
2017-04-03,CUNDINAMARCA,59
2017-04-03,GUAJIRA,2
2017-04-03,HUILA,3
2017-04-03,MAGDALENA,7
2017-04-03,META,17
2017-04-03,NARINO,9
2017-04-03,NORTE DE SANTANDER,7
2017-04-03,QUINDIO,8
2017-04-03,RISARALDA,5
2017-04-03,SANTANDER,12
2017-04-03,TOLIMA,9
2017-04-03,VALLE,29
2017-04-04,ANTIOQUIA,31
2017-04-04,ARAUCA,2
2017-04-04,ATLANTICO,5
2017-04-04,BOYACA,5
2017-04-04,CALDAS,2
2017-04-04,CAQUETA,2
2017-04-04,CASANARE,2
2017-04-04,CAUCA,3
2017-04-04,CESAR,3
2017-04-04,CUNDINAMARCA,41
2017-04-04,GUAJIRA,8
2017-04-04,HUILA,5
2017-04-04,MAGDALENA,1
2017-04-04,META,8
2017-04-04,NARINO,4
2017-04-04,NORTE DE SANTANDER,1
2017-04-04,QUINDIO,3
2017-04-04,RISARALDA,6
2017-04-04,SANTANDER,11
2017-04-04,SUCRE,5
2017-04-04,TOLIMA,6
2017-04-04,VALLE,31
2017-04-05,ANTIOQUIA,31
2017-04-05,ATLANTICO,3
2017-04-05,BOLIVAR,2
2017-04-05,BOYACA,5
2017-04-05,CALDAS,4
2017-04-05,CAQUETA,1
2017-04-05,CASANARE,3
2017-04-05,CAUCA,1
2017-04-05,CESAR,5
2017-04-05,CHOCO,1
2017-04-05,CORDOBA,3
2017-04-05,CUNDINAMARCA,67
2017-04-05,GUAJIRA,5
2017-04-05,HUILA,8
2017-04-05,MAGDALENA,3
2017-04-05,META,4
2017-04-05,NARINO,10
2017-04-05,NORTE DE SANTANDER,3
2017-04-05,PUTUMAYO,2
2017-04-05,QUINDIO,5
2017-04-05,RISARALDA,6
2017-04-05,SANTANDER,16
2017-04-05,SUCRE,1
2017-04-05,TOLIMA,10
2017-04-05,VALLE,21
2017-04-06,ANTIOQUIA,29
2017-04-06,ATLANTICO,6
2017-04-06,BOLIVAR,4
2017-04-06,BOYACA,6
2017-04-06,CALDAS,8
2017-04-06,CAQUETA,5
2017-04-06,CASANARE,4
2017-04-06,CAUCA,5
2017-04-06,CESAR,15
2017-04-06,CHOCO,1
2017-04-06,CORDOBA,7
2017-04-06,CUNDINAMARCA,63
2017-04-06,HUILA,5
2017-04-06,MAGDALENA,1
2017-04-06,META,14
2017-04-06,NARINO,7
2017-04-06,NORTE DE SANTANDER,3
2017-04-06,QUINDIO,9
2017-04-06,RISARALDA,5
2017-04-06,SAN ANDRES,1
2017-04-06,SANTANDER,12
2017-04-06,SUCRE,3
2017-04-06,TOLIMA,9
2017-04-06,VALLE,34
2017-04-07,ANTIOQUIA,32
2017-04-07,ARAUCA,1
2017-04-07,ATLANTICO,6
2017-04-07,BOLIVAR,2
2017-04-07,BOYACA,4
2017-04-07,CALDAS,3
2017-04-07,CAQUETA,1
2017-04-07,CASANARE,1
2017-04-07,CAUCA,4
2017-04-07,CESAR,5
2017-04-07,CORDOBA,3
2017-04-07,CUNDINAMARCA,69
2017-04-07,GUAJIRA,3
2017-04-07,HUILA,8
2017-04-07,MAGDALENA,11
2017-04-07,META,9
2017-04-07,NARINO,10
2017-04-07,NORTE DE SANTANDER,4
2017-04-07,QUINDIO,5
2017-04-07,RISARALDA,8
2017-04-07,SAN ANDRES,1
2017-04-07,SANTANDER,10
2017-04-07,SUCRE,1
2017-04-07,TOLIMA,12
2017-04-07,VALLE,30
2017-04-08,ANTIOQUIA,30
2017-04-08,ARAUCA,1
2017-04-08,ATLANTICO,12
2017-04-08,BOLIVAR,5
2017-04-08,CALDAS,3
2017-04-08,CAQUETA,5
2017-04-08,CAUCA,8
2017-04-08,CESAR,1
2017-04-08,CHOCO,2
2017-04-08,CORDOBA,7
2017-04-08,CUNDINAMARCA,52
2017-04-08,HUILA,7
2017-04-08,MAGDALENA,9
2017-04-08,META,10
2017-04-08,NARINO,13
2017-04-08,NORTE DE SANTANDER,3
2017-04-08,PUTUMAYO,1
2017-04-08,QUINDIO,1
2017-04-08,RISARALDA,5
2017-04-08,SANTANDER,15
2017-04-08,SUCRE,3
2017-04-08,TOLIMA,7
2017-04-08,VALLE,19
2017-04-09,ANTIOQUIA,18
2017-04-09,ARAUCA,5
2017-04-09,ATLANTICO,2
2017-04-09,BOYACA,2
2017-04-09,CALDAS,3
2017-04-09,CAQUETA,2
2017-04-09,CASANARE,3
2017-04-09,CAUCA,2
2017-04-09,CESAR,2
2017-04-09,CORDOBA,2
2017-04-09,CUNDINAMARCA,34
2017-04-09,HUILA,12
2017-04-09,MAGDALENA,7
2017-04-09,META,12
2017-04-09,NARINO,5
2017-04-09,NORTE DE SANTANDER,3
2017-04-09,QUINDIO,2
2017-04-09,RISARALDA,3
2017-04-09,SAN ANDRES,1
2017-04-09,SANTANDER,8
2017-04-09,SUCRE,3
2017-04-09,TOLIMA,5
2017-04-09,VALLE,7
2017-04-10,AMAZONAS,1
2017-04-10,ANTIOQUIA,26
2017-04-10,ATLANTICO,17
2017-04-10,BOLIVAR,1
2017-04-10,BOYACA,2
2017-04-10,CALDAS,3
2017-04-10,CAQUETA,1
2017-04-10,CAUCA,4
2017-04-10,CESAR,2
2017-04-10,CUNDINAMARCA,40
2017-04-10,GUAJIRA,1
2017-04-10,HUILA,6
2017-04-10,MAGDALENA,5
2017-04-10,META,6
2017-04-10,NARINO,6
2017-04-10,NORTE DE SANTANDER,3
2017-04-10,QUINDIO,4
2017-04-10,RISARALDA,3
2017-04-10,SAN ANDRES,2
2017-04-10,SANTANDER,5
2017-04-10,SUCRE,4
2017-04-10,TOLIMA,4
2017-04-10,VALLE,14
2017-04-11,ANTIOQUIA,26
2017-04-11,ATLANTICO,6
2017-04-11,BOLIVAR,2
2017-04-11,BOYACA,2
2017-04-11,CALDAS,2
2017-04-11,CAQUETA,2
2017-04-11,CAUCA,10
2017-04-11,CESAR,4
2017-04-11,CORDOBA,5
2017-04-11,CUNDINAMARCA,49
2017-04-11,GUAJIRA,4
2017-04-11,HUILA,7
2017-04-11,MAGDALENA,5
2017-04-11,META,14
2017-04-11,NARINO,4
2017-04-11,NORTE DE SANTANDER,3
2017-04-11,QUINDIO,3
2017-04-11,RISARALDA,2
2017-04-11,SANTANDER,10
2017-04-11,SUCRE,2
2017-04-11,TOLIMA,4
2017-04-11,VALLE,28
2017-04-12,ANTIOQUIA,26
2017-04-12,ARAUCA,1
2017-04-12,ATLANTICO,1
2017-04-12,BOLIVAR,3
2017-04-12,BOYACA,1
2017-04-12,CALDAS,3
2017-04-12,CAQUETA,1
2017-04-12,CASANARE,2
2017-04-12,CAUCA,2
2017-04-12,CESAR,1
2017-04-12,CORDOBA,6
2017-04-12,CUNDINAMARCA,47
2017-04-12,GUAJIRA,1
2017-04-12,HUILA,1
2017-04-12,META,6
2017-04-12,NARINO,5
2017-04-12,NORTE DE SANTANDER,2
2017-04-12,PUTUMAYO,1
2017-04-12,QUINDIO,3
2017-04-12,RISARALDA,3
2017-04-12,SANTANDER,7
2017-04-12,SUCRE,2
2017-04-12,TOLIMA,9
2017-04-12,VALLE,29
2017-04-13,ANTIOQUIA,19
2017-04-13,ATLANTICO,2
2017-04-13,BOLIVAR,1
2017-04-13,BOYACA,3
2017-04-13,CALDAS,5
2017-04-13,CAQUETA,1
2017-04-13,CASANARE,1
2017-04-13,CAUCA,5
2017-04-13,CESAR,1
2017-04-13,CUNDINAMARCA,24
2017-04-13,GUAJIRA,4
2017-04-13,HUILA,4
2017-04-13,MAGDALENA,6
2017-04-13,META,8
2017-04-13,NARINO,2
2017-04-13,QUINDIO,3
2017-04-13,RISARALDA,3
2017-04-13,SAN ANDRES,1
2017-04-13,SANTANDER,7
2017-04-13,SUCRE,1
2017-04-13,TOLIMA,8
2017-04-13,VALLE,12
2017-04-14,ANTIOQUIA,16
2017-04-14,ATLANTICO,5
2017-04-14,BOLIVAR,3
2017-04-14,BOYACA,2
2017-04-14,CALDAS,31
2017-04-14,CAQUETA,1
2017-04-14,CASANARE,1
2017-04-14,CAUCA,9
2017-04-14,CESAR,1
2017-04-14,CORDOBA,1
2017-04-14,CUNDINAMARCA,11
2017-04-14,GUAJIRA,1
2017-04-14,HUILA,3
2017-04-14,MAGDALENA,5
2017-04-14,META,7
2017-04-14,NARINO,1
2017-04-14,NORTE DE SANTANDER,2
2017-04-14,PUTUMAYO,1
2017-04-14,RISARALDA,2
2017-04-14,SANTANDER,9
2017-04-14,SUCRE,2
2017-04-14,TOLIMA,4
2017-04-14,VALLE,11
2017-04-15,ANTIOQUIA,28
2017-04-15,ATLANTICO,7
2017-04-15,BOLIVAR,4
2017-04-15,BOYACA,4
2017-04-15,CALDAS,1
2017-04-15,CAQUETA,3
2017-04-15,CASANARE,1
2017-04-15,CAUCA,5
2017-04-15,CESAR,1
2017-04-15,CORDOBA,4
2017-04-15,CUNDINAMARCA,39
2017-04-15,GUAJIRA,4
2017-04-15,HUILA,10
2017-04-15,MAGDALENA,11
2017-04-15,META,6
2017-04-15,NARINO,3
2017-04-15,NORTE DE SANTANDER,7
2017-04-15,PUTUMAYO,2
2017-04-15,QUINDIO,6
2017-04-15,RISARALDA,4
2017-04-15,SAN ANDRES,3
2017-04-15,SANTANDER,15
2017-04-15,SUCRE,1
2017-04-15,TOLIMA,12
2017-04-15,VALLE,19
2017-04-16,ANTIOQUIA,28
2017-04-16,ARAUCA,1
2017-04-16,ATLANTICO,4
2017-04-16,BOLIVAR,2
2017-04-16,BOYACA,4
2017-04-16,CALDAS,4
2017-04-16,CASANARE,1
2017-04-16,CAUCA,2
2017-04-16,CESAR,5
2017-04-16,CORDOBA,7
2017-04-16,CUNDINAMARCA,38
2017-04-16,GUAJIRA,3
2017-04-16,HUILA,7
2017-04-16,MAGDALENA,5
2017-04-16,META,3
2017-04-16,NARINO,4
2017-04-16,NORTE DE SANTANDER,2
2017-04-16,QUINDIO,1
2017-04-16,RISARALDA,10
2017-04-16,SAN ANDRES,1
2017-04-16,SANTANDER,9
2017-04-16,SUCRE,1
2017-04-16,TOLIMA,7
2017-04-16,VALLE,23
2017-04-17,ANTIOQUIA,37
2017-04-17,ATLANTICO,6
2017-04-17,BOYACA,4
2017-04-17,CALDAS,3
2017-04-17,CAQUETA,2
2017-04-17,CAUCA,3
2017-04-17,CESAR,4
2017-04-17,CORDOBA,1
2017-04-17,CUNDINAMARCA,46
2017-04-17,GUAJIRA,1
2017-04-17,HUILA,2
2017-04-17,MAGDALENA,1
2017-04-17,META,10
2017-04-17,NARINO,12
2017-04-17,NORTE DE SANTANDER,7
2017-04-17,QUINDIO,5
2017-04-17,RISARALDA,3
2017-04-17,SANTANDER,13
2017-04-17,TOLIMA,11
2017-04-17,VALLE,25
2017-04-18,ANTIOQUIA,26
2017-04-18,ATLANTICO,3
2017-04-18,BOLIVAR,1
2017-04-18,BOYACA,3
2017-04-18,CALDAS,3
2017-04-18,CAQUETA,1
2017-04-18,CASANARE,3
2017-04-18,CAUCA,4
2017-04-18,CESAR,5
2017-04-18,CHOCO,1
2017-04-18,CUNDINAMARCA,79
2017-04-18,GUAJIRA,2
2017-04-18,GUAVIARE,1
2017-04-18,HUILA,7
2017-04-18,MAGDALENA,2
2017-04-18,META,12
2017-04-18,NARINO,4
2017-04-18,NORTE DE SANTANDER,3
2017-04-18,PUTUMAYO,1
2017-04-18,QUINDIO,3
2017-04-18,RISARALDA,3
2017-04-18,SANTANDER,13
2017-04-18,SUCRE,4
2017-04-18,TOLIMA,6
2017-04-18,VALLE,24
2017-04-19,ANTIOQUIA,21
2017-04-19,ATLANTICO,6
2017-04-19,BOLIVAR,4
2017-04-19,BOYACA,3
2017-04-19,CAQUETA,4
2017-04-19,CASANARE,2
2017-04-19,CAUCA,2
2017-04-19,CESAR,2
2017-04-19,CHOCO,6
2017-04-19,CORDOBA,2
2017-04-19,CUNDINAMARCA,73
2017-04-19,GUAJIRA,3
2017-04-19,HUILA,9
2017-04-19,MAGDALENA,3
2017-04-19,META,10
2017-04-19,NARINO,5
2017-04-19,NORTE DE SANTANDER,7
2017-04-19,QUINDIO,2
2017-04-19,RISARALDA,5
2017-04-19,SANTANDER,16
2017-04-19,SUCRE,5
2017-04-19,TOLIMA,10
2017-04-19,VALLE,22
2017-04-20,AMAZONAS,1
2017-04-20,ANTIOQUIA,22
2017-04-20,BOLIVAR,1
2017-04-20,BOYACA,1
2017-04-20,CALDAS,3
2017-04-20,CAQUETA,2
2017-04-20,CASANARE,1
2017-04-20,CAUCA,4
2017-04-20,CESAR,3
2017-04-20,CHOCO,4
2017-04-20,CORDOBA,1
2017-04-20,CUNDINAMARCA,59
2017-04-20,GUAJIRA,3
2017-04-20,HUILA,8
2017-04-20,MAGDALENA,1
2017-04-20,META,9
2017-04-20,NARINO,12
2017-04-20,NORTE DE SANTANDER,4
2017-04-20,QUINDIO,1
